"","Run","Path","Class"
"62","a57cbcd4-61bb-4a57-85f0-21dca9945eeb.htseq.counts","EsophagusCancer/CountFiles/9ce18c88-828c-4636-82f5-63f026ad2d2e","Primary Tumor"
"63","f581bb8c-40ad-4943-bf3f-09730ad97fb7.htseq.counts","EsophagusCancer/CountFiles/68e9b641-0cc9-453f-8cf0-d49aef905d3a","Primary Tumor"
"64","bd21dc2e-56f8-423a-9e7f-1f6c81022551.htseq.counts","EsophagusCancer/CountFiles/af866d81-b021-40ca-bc4f-ea88d6de944b","Primary Tumor"
"65","dc1fb8de-58f0-444e-be36-1a2256c01c86.htseq.counts","EsophagusCancer/CountFiles/5e6fdf13-dfd0-4cf4-9065-9d4cfdc84331","Primary Tumor"
"66","376e643c-8ecb-49d2-95b0-e4f6571ea94e.htseq.counts","EsophagusCancer/CountFiles/c5ba81ec-7684-4456-a23b-538c7d65d2e0","Primary Tumor"
"67","a2024294-a31e-4876-afba-3811000652bc.htseq.counts","EsophagusCancer/CountFiles/1deabb0f-0a46-4794-887e-5f6fd8a952e6","Primary Tumor"
"68","c7bd5f7a-6511-4d4c-b8b7-5bd3cc64036b.htseq.counts","EsophagusCancer/CountFiles/e11a2bac-bd46-4137-8a1d-022803a64bb3","Primary Tumor"
"69","370ed43e-09db-4dd1-bbcf-5ec19043d076.htseq.counts","EsophagusCancer/CountFiles/0a471b7c-4483-4ea8-b8e6-5d945a8492f2","Primary Tumor"
"70","3cf1431c-e6c0-4015-ae6f-a8c48a885bba.htseq.counts","EsophagusCancer/CountFiles/074873a7-2407-4d43-8de0-20d7ba592e05","Primary Tumor"
"71","461dd696-2381-4084-b56c-96c5d7d73cf7.htseq.counts","EsophagusCancer/CountFiles/16d5f125-6448-42f9-9e71-5562e9797dda","Solid Tissue Normal"
"72","4ca1f6ff-817d-43ca-b444-3aa50dee7be4.htseq.counts","EsophagusCancer/CountFiles/2aa977cb-bebf-4196-8596-327df54db0e7","Primary Tumor"
"73","5ee23a7a-d9f6-4bbf-921f-43aba161880d.htseq.counts","EsophagusCancer/CountFiles/3549d905-6f13-4a2e-a424-626a991b04a7","Primary Tumor"
"74","7424bd55-ba00-4aea-b4d6-b827b4f60902.htseq.counts","EsophagusCancer/CountFiles/d073294b-51a2-42af-8492-4509b80abc26","Primary Tumor"
"75","97d0fb11-7826-46c6-95bc-5ad8fa082490.htseq.counts","EsophagusCancer/CountFiles/69ac268a-0882-473b-8ec2-a2b6653871c4","Primary Tumor"
"76","093556a2-4f01-436e-81e4-d232d6cd0a60.htseq.counts","EsophagusCancer/CountFiles/c8406e3e-33f1-4875-beb5-5d14f6865c46","Primary Tumor"
"77","859225bd-dbd3-4953-9800-42d751ee2479.htseq.counts","EsophagusCancer/CountFiles/e023bedd-eeb1-440c-8b4d-70bda102bd7f","Primary Tumor"
"78","3bed5ca8-5fa8-49b8-aebe-8bd3b9075f9b.htseq.counts","EsophagusCancer/CountFiles/4ff42fbc-6d70-4536-9961-ab3f32c32fba","Solid Tissue Normal"
"79","23f04c87-a093-4a1a-a1a5-d2928cc3c78b.htseq.counts","EsophagusCancer/CountFiles/e9aec2d4-1dea-4bb6-bdc6-062c94cd09e0","Primary Tumor"
"80","443cd24f-4b70-44e8-8d9e-0f639bbf15b0.htseq.counts","EsophagusCancer/CountFiles/4c5b9733-4a6c-43d2-b54d-bb72f02b3c3e","Solid Tissue Normal"
"81","fcce1bdf-84ec-4679-b2a1-6b716aac4222.htseq.counts","EsophagusCancer/CountFiles/59c30c69-f7e6-4d23-b429-64b9fa39feda","Primary Tumor"
"82","7141acae-62b3-46ca-856e-208f2f6d54a8.htseq.counts","EsophagusCancer/CountFiles/02232ad8-459c-4949-9323-1f27ec12e9e3","Primary Tumor"
"83","417905dc-5fb3-45c4-8bf1-408e19b969da.htseq.counts","EsophagusCancer/CountFiles/a7dc9bf3-bcea-4c4c-963d-d59344313e49","Primary Tumor"
"84","1459dda1-466a-41f7-a4d8-f9ec5fb4c2fc.htseq.counts","EsophagusCancer/CountFiles/5baf9212-f467-4fd0-aa20-750f5b3d7453","Primary Tumor"
"85","7ce58577-e828-450d-9f92-08f55add0484.htseq.counts","EsophagusCancer/CountFiles/b206fd28-de87-48a7-9923-33905a0c7ad3","Primary Tumor"
"86","d93867bd-10a4-4508-93aa-54cde95fd008.htseq.counts","EsophagusCancer/CountFiles/64f6b5bb-0655-4fd5-bbe9-663fd449ec1d","Primary Tumor"
"87","8e1a0d1f-d8d3-45d2-a9b4-d7aa79fd23cc.htseq.counts","EsophagusCancer/CountFiles/e0d1e703-70c7-40d3-91d2-7d4b8b4cb6a8","Primary Tumor"
"88","3da052da-d6f9-413e-a815-f758261cb314.htseq.counts","EsophagusCancer/CountFiles/4760f89b-2497-48bc-a4a6-eda3ce0cd066","Primary Tumor"
"89","9b18c043-e09c-4a5a-acab-f3661ae947c4.htseq.counts","EsophagusCancer/CountFiles/2e369415-7e2c-4647-bb37-f12262cb075a","Primary Tumor"
"90","cd5b5f8c-ace1-4a9a-9042-20d2d91318d7.htseq.counts","EsophagusCancer/CountFiles/af412dbb-4154-494d-b463-c9934df0c030","Primary Tumor"
"91","46b5ab81-1f2b-4f0b-b7ec-dbfe712890da.htseq.counts","EsophagusCancer/CountFiles/31f34216-6844-427b-9281-2cb8fd8561e7","Primary Tumor"
"92","9e2d7048-48a8-4197-9bc3-5709608a723d.htseq.counts","EsophagusCancer/CountFiles/6046317a-110b-472d-b159-590342988093","Primary Tumor"
"93","350ce5eb-cc0b-4bf3-9a94-654273c50cb3.htseq.counts","EsophagusCancer/CountFiles/87df221c-bfb8-48ac-84cb-079d81d3217c","Primary Tumor"
"94","9c411c6b-6d65-4c84-a740-9e60c8b1fb7c.htseq.counts","EsophagusCancer/CountFiles/cf76321c-592d-4a0a-89fa-06e7302b726d","Primary Tumor"
"95","a7230a9f-317b-4ffb-b4e1-2019473b81d8.htseq.counts","EsophagusCancer/CountFiles/56eb688c-6199-4f49-93c1-01e67c42c8ab","Primary Tumor"
"96","36de0aa6-191b-4a7e-b4e7-4f37f68c9ced.htseq.counts","EsophagusCancer/CountFiles/2548f962-c2b8-43c9-9795-63bd780f3f14","Primary Tumor"
"97","ed2b3327-9b0b-492b-a20b-9733e1233450.htseq.counts","EsophagusCancer/CountFiles/d7bfa5c1-5c82-4fa4-b456-888658d3a0cc","Primary Tumor"
"98","351f8edd-e1f1-4bfc-87f6-c48f8551537a.htseq.counts","EsophagusCancer/CountFiles/a778e7fe-6020-438b-92a2-7a84256f52a0","Primary Tumor"
"99","7092d542-6a1b-4d6f-8734-8472a72dfe66.htseq.counts","EsophagusCancer/CountFiles/86669335-5bb6-4df2-beef-881230b8e517","Primary Tumor"
"100","c1a0a479-2801-44a2-b691-1d156a3e5f34.htseq.counts","EsophagusCancer/CountFiles/81e85c7e-ba93-4983-a5dd-1aeaa959d933","Solid Tissue Normal"
"101","40042070-d670-4711-9a07-57c609c4dce2.htseq.counts","EsophagusCancer/CountFiles/320416ea-16ed-451d-9bd0-caa99cecf152","Primary Tumor"
"102","dd872188-5fce-452a-9d94-9fc82253610f.htseq.counts","EsophagusCancer/CountFiles/3ec7aa6e-a009-4aca-a9e9-0f0975357184","Primary Tumor"
"103","480fcc2d-7e37-44f5-b037-916f39868595.htseq.counts","EsophagusCancer/CountFiles/d6a9df6d-695b-47a6-a0db-5c8be7a8463e","Primary Tumor"
"104","fbd32fa7-a9c7-4148-a3d4-69179c833f97.htseq.counts","EsophagusCancer/CountFiles/ed32eccb-b4ca-4c0a-8504-dca82ee97852","Primary Tumor"
"105","3feebb27-db4a-4705-a7b9-b00f8de6e529.htseq.counts","EsophagusCancer/CountFiles/59643899-4f78-4b5a-a119-cf2533f7a883","Primary Tumor"
"106","43855b19-028a-4d3a-a825-98b17e9e51cf.htseq.counts","EsophagusCancer/CountFiles/9d75283e-c0a7-42d0-8c07-ac9fe09dedb1","Primary Tumor"
"107","ae5ed6cb-ebb3-4706-89eb-5566132babae.htseq.counts","EsophagusCancer/CountFiles/796026aa-32a5-4a4a-9eba-be0ccb318dfa","Primary Tumor"
"108","70c8b949-6b79-437e-8470-6648096471e5.htseq.counts","EsophagusCancer/CountFiles/b5b09d15-d884-4ed5-8288-f78ea1ada68f","Solid Tissue Normal"
"109","e2730969-cb85-467f-9ba2-8a9d521ec06a.htseq.counts","EsophagusCancer/CountFiles/d0b24919-657d-4f41-8132-04625428fd5f","Primary Tumor"
"110","452636d5-a165-4bdb-bbf3-04efd7efe7f7.htseq.counts","EsophagusCancer/CountFiles/1752a6f1-0650-42cf-97e2-15f65fc5ff70","Solid Tissue Normal"
"111","9c2456d9-fbdf-4db3-9064-3233ccdf75db.htseq.counts","EsophagusCancer/CountFiles/c54cffc7-7c6b-48c2-a571-85c106cf2af5","Primary Tumor"
"112","889f0b79-c45f-4381-b9a1-f95e27220e0d.htseq.counts","EsophagusCancer/CountFiles/f2a03f76-87ab-45b7-9070-43b399232ceb","Primary Tumor"
"113","4a38c663-49c3-428a-b8ec-23c79e6bea71.htseq.counts","EsophagusCancer/CountFiles/c73bb498-8156-4acc-bb12-1e9b7881e9ae","Primary Tumor"
"114","ec4e2d4f-508b-41db-9bfc-93dffe396d07.htseq.counts","EsophagusCancer/CountFiles/6809b1c3-75a5-40dc-b6dc-7366578d70ce","Primary Tumor"
"115","32340e45-00fa-4739-be97-3934c30cb1f6.htseq.counts","EsophagusCancer/CountFiles/80488b11-956d-420d-a689-7ec4dbdcc877","Primary Tumor"
"116","0f8585ce-0fb6-4204-bfa0-32f4cc80f39c.htseq.counts","EsophagusCancer/CountFiles/b3739762-ff60-445b-a021-596a764ae675","Primary Tumor"
"117","f4470f3d-f772-426d-81f7-ac8336437d43.htseq.counts","EsophagusCancer/CountFiles/980deaed-f452-425d-ba54-38ec1208981b","Primary Tumor"
"118","f2f003c0-9758-47fb-838a-aa0b5c1535cb.htseq.counts","EsophagusCancer/CountFiles/d5d37db7-c177-4143-905a-aa37e4f0d614","Primary Tumor"
"119","db825b61-b45e-4a8d-8186-e44eb42bbe21.htseq.counts","EsophagusCancer/CountFiles/028ae90f-f282-4c8b-a5b3-42f155ed89e5","Primary Tumor"
"120","406e1c3d-5850-4126-8267-edf60a03cbb5.htseq.counts","EsophagusCancer/CountFiles/87faf357-9694-46fd-9d44-785c797d67f7","Primary Tumor"
"121","d50ac166-a1cf-4915-96bc-604ffb97f7a4.htseq.counts","EsophagusCancer/CountFiles/aa708e91-f9d1-4d40-b8a9-fee2a722e4d4","Primary Tumor"
"122","987f8069-ca25-4f86-938f-98f963fd5bf0.htseq.counts","EsophagusCancer/CountFiles/01b63666-898d-46f6-b142-ee8f8c4b8341","Primary Tumor"
"123","8ea27ed4-5bec-4521-b9ff-7f2379aeeb9a.htseq.counts","EsophagusCancer/CountFiles/6ce501fb-4b1a-471a-951a-54b41c73843f","Primary Tumor"
"124","923cb230-026f-42c0-b2c3-0bcbb033e17f.htseq.counts","EsophagusCancer/CountFiles/419db9c3-8ab1-4d4a-b6d4-39e626a4c32d","Primary Tumor"
"125","5caebbab-6edb-473a-bb4e-2adc62afad46.htseq.counts","EsophagusCancer/CountFiles/c4ea7d1d-9b69-418f-8d23-14d69c5f797b","Primary Tumor"
"126","65d6fed9-6792-468f-a189-387c042e2393.htseq.counts","EsophagusCancer/CountFiles/5a77e15b-8cdc-4698-bdc4-8725760537ff","Primary Tumor"
"127","b665d621-29b2-4b27-8168-9edc0a4e0958.htseq.counts","EsophagusCancer/CountFiles/26188914-c2a0-4fcf-92fe-b7854a0d8f6a","Primary Tumor"
"128","334bd018-03e2-45d2-aafb-2925d15e22c7.htseq.counts","EsophagusCancer/CountFiles/aaa029ce-ef41-4049-9000-5926c26291cd","Primary Tumor"
"129","2e76fc1e-cd70-450a-b536-74480e5bc4b0.htseq.counts","EsophagusCancer/CountFiles/3a672b37-a877-4123-aaa8-e8fc6c43c21d","Primary Tumor"
"130","ede52976-0412-4878-a28e-1b1b39316e0f.htseq.counts","EsophagusCancer/CountFiles/600f9916-cd54-42d4-b728-310275cce5dd","Primary Tumor"
"131","ac8a0bed-25ab-4d0d-9639-2b653f3e153c.htseq.counts","EsophagusCancer/CountFiles/e4cdfd87-0df0-44f8-8fb2-29aa29085119","Primary Tumor"
"132","34116336-9f5b-490b-be55-895a7e6f277e.htseq.counts","EsophagusCancer/CountFiles/081c1027-be40-483c-9cb7-31e14ccc66db","Primary Tumor"
"133","5f0ace89-9e0b-49a3-9671-a463db271121.htseq.counts","EsophagusCancer/CountFiles/5b95470b-fbb6-4c24-a7e9-df5de23a965e","Primary Tumor"
"134","08ffe9f1-03d6-4ca6-8660-48dc8c138930.htseq.counts","EsophagusCancer/CountFiles/e5775037-ab43-48a1-ae95-04534929a2a9","Primary Tumor"
"135","23b6f4d8-a9da-4b20-977a-5f303707949f.htseq.counts","EsophagusCancer/CountFiles/f0e54d9d-9890-4fa1-8cae-8e2a3eec0d24","Primary Tumor"
"136","a1ea6dad-4010-4625-8eac-3b6b2325faae.htseq.counts","EsophagusCancer/CountFiles/e5a869d4-e0b0-4fd6-b7a4-3e7b1e324941","Primary Tumor"
"137","55d3a539-99e2-4643-9ce4-96c01cfc6781.htseq.counts","EsophagusCancer/CountFiles/6db513fd-cdd0-48ba-807a-d90914ef0ffd","Primary Tumor"
"138","223d44e7-d33f-4997-92ad-5f82747596ad.htseq.counts","EsophagusCancer/CountFiles/3f208834-13bb-4ca0-82b7-29513e151332","Primary Tumor"
"139","a647826e-5ac7-4cc7-a395-ae5dc3f5ada4.htseq.counts","EsophagusCancer/CountFiles/44986829-4e5f-455e-b463-321829fe9857","Primary Tumor"
"140","d55df79c-6d32-45d8-a8e0-047bc2fe7ccd.htseq.counts","EsophagusCancer/CountFiles/a1b03804-ca24-42fa-bec7-0d66897f2ec1","Primary Tumor"
"141","afbe1f71-cb91-47ba-9a38-b533cd435e0b.htseq.counts","EsophagusCancer/CountFiles/9f9a2302-9e88-490c-9f2b-92ea8995b66d","Primary Tumor"
"142","02257ac6-53e9-47b0-886d-062aed659c86.htseq.counts","EsophagusCancer/CountFiles/5cf2523c-fa03-4e3e-a6e1-a8ea635106ba","Primary Tumor"
"143","780d954e-ea96-41ea-9eed-1891e894f45c.htseq.counts","EsophagusCancer/CountFiles/47ec60b6-c9b2-4326-a20f-362c49a31f29","Primary Tumor"
"144","96648fde-8189-475e-9d36-7dc1a3cf3013.htseq.counts","EsophagusCancer/CountFiles/9762bef8-9407-411d-90bc-d055f3e1f24a","Primary Tumor"
"145","3d6ca45c-4d63-4ad8-83c9-017f65504baa.htseq.counts","EsophagusCancer/CountFiles/5f2c7052-cd44-4725-9a61-6a444e3813ec","Primary Tumor"
"146","312a88d3-40af-40e9-af3d-2b14b95deebb.htseq.counts","EsophagusCancer/CountFiles/64b80e98-37eb-420a-8673-f186735ae346","Primary Tumor"
"147","36d51af5-ac20-4505-a9b4-d3334a0bcca6.htseq.counts","EsophagusCancer/CountFiles/27066272-aaaf-449c-8982-14998d541271","Primary Tumor"
"148","77430861-5444-4268-8d58-be1e578ff6c8.htseq.counts","EsophagusCancer/CountFiles/ebaed7e0-dc6a-4842-8a34-f4b25c8b2bca","Primary Tumor"
"149","f3f23d87-15c0-45c0-878e-e3651e3905f1.htseq.counts","EsophagusCancer/CountFiles/5e0ec5de-bce9-44ee-aa7e-45f2defac633","Primary Tumor"
"150","0bd46112-1b21-4d87-97b4-6967213036f3.htseq.counts","EsophagusCancer/CountFiles/320e69d3-4d9d-4f60-904f-d1c94a1bc7ab","Primary Tumor"
"151","6e5d9e4c-494e-4d8f-b502-b8fd48af1dee.htseq.counts","EsophagusCancer/CountFiles/e3898d02-861b-4ffd-a180-6707d017f7c7","Primary Tumor"
"152","e061b904-40c6-4fc5-846d-2d6ecc07ae71.htseq.counts","EsophagusCancer/CountFiles/df4a8c8e-e29b-4497-b727-31b20321d8af","Primary Tumor"
"153","726db59f-bddd-4bb5-b9cc-fb1852855aeb.htseq.counts","EsophagusCancer/CountFiles/f1de94f8-4a68-4edd-b4f5-c3548aee6d0f","Primary Tumor"
"154","5a0dee52-1a55-42ff-94de-cdad38802e73.htseq.counts","EsophagusCancer/CountFiles/4d2e41a5-a746-413d-8120-d74df37fc8a2","Primary Tumor"
"155","54cefc81-f62a-4b24-895c-9b227bd2c1df.htseq.counts","EsophagusCancer/CountFiles/c615606f-7f4d-4d32-a86f-60f691b37a16","Primary Tumor"
"156","d90c6768-8bea-4106-8e54-e1b28d35be53.htseq.counts","EsophagusCancer/CountFiles/a38c5949-2935-48dd-9036-d88273de8073","Primary Tumor"
"157","89038bc1-32ab-40d6-aace-111372dd6cc6.htseq.counts","EsophagusCancer/CountFiles/e3671158-7e89-4b3d-a956-4ac9838774ac","Primary Tumor"
"158","bbb7c180-3737-4c05-a145-08da7bab76c2.htseq.counts","EsophagusCancer/CountFiles/356b6a31-00c8-4e46-ae03-d4af96dbe58f","Solid Tissue Normal"
