"","Run","Path","Class"
"39","1e46ba47-0a66-4f70-b508-c619c6129e33.htseq.counts","StomachCancer/CountFiles/93043dca-092d-4498-89a0-b6aef128a5ff","Primary Tumor"
"40","f0e2e252-00d1-4a1a-8342-7140b8aa676c.htseq.counts","StomachCancer/CountFiles/a5ea941e-e040-4b02-9413-4d71a24164a7","Primary Tumor"
"41","d2c53d67-fd5a-4b3f-ae58-b2a4b5922486.htseq.counts","StomachCancer/CountFiles/af1f7068-68c4-49ee-a6e7-09deebb16d0c","Primary Tumor"
"42","ebffc68e-1c01-4c13-8519-50d1dd9c6120.htseq.counts","StomachCancer/CountFiles/fb4d58be-3946-4ba4-8557-221dd242cc32","Primary Tumor"
"43","c72c44df-8109-4088-b763-6c4ec474e375.htseq.counts","StomachCancer/CountFiles/061eb87c-0340-4d44-b22e-86795c0b539d","Solid Tissue Normal"
"44","2d9de862-f644-45c2-9c96-d5d24d05f3f2.htseq.counts","StomachCancer/CountFiles/28dee8b7-78ce-47d9-b218-99493a1b3863","Primary Tumor"
"45","6ab7a293-ffd5-4852-9856-448df21b9b08.htseq.counts","StomachCancer/CountFiles/d11da87c-60de-463c-a155-e4163e162db2","Primary Tumor"
"46","8dd6d0ba-4819-4c05-a89d-f259637811d3.htseq.counts","StomachCancer/CountFiles/8c0c2948-f3c1-462d-8ec8-c6bdd1108b43","Primary Tumor"
"47","e265b57f-ea33-4fed-9fa5-3706d7f6abf0.htseq.counts","StomachCancer/CountFiles/9f5e790a-251c-4afe-8c6a-c7202596b98a","Primary Tumor"
"48","d4fa1e61-bbc6-4ba9-aeec-4cc89ce539b8.htseq.counts","StomachCancer/CountFiles/cffdd99b-9e50-4ccc-99d3-f8dd9093eb8e","Primary Tumor"
"49","4feb4700-31bb-4c50-821c-f823614f27e1.htseq.counts","StomachCancer/CountFiles/fe4b2943-2b5e-436b-8c62-b1d99cab7a17","Primary Tumor"
"50","e188310b-58a2-4dc8-a063-bc3cf7910619.htseq.counts","StomachCancer/CountFiles/a11d7513-7e29-4e0b-9e0a-93811a304222","Primary Tumor"
"51","a0663a73-caaf-4fac-ba78-967ba0f5e1d3.htseq.counts","StomachCancer/CountFiles/78e36a62-dd4c-4330-bcd8-37d7dec8f455","Primary Tumor"
"52","55c5dbf1-165f-4157-8313-39546369cabf.htseq.counts","StomachCancer/CountFiles/f6912ace-243f-4cb0-9edf-de1404781cdb","Primary Tumor"
"53","2daf968e-55ba-42e4-a420-25a691604027.htseq.counts","StomachCancer/CountFiles/3a44af70-172a-4df6-ac4b-7ede52dfa58b","Solid Tissue Normal"
"54","043d917d-4265-43ad-be01-cf857ddd84eb.htseq.counts","StomachCancer/CountFiles/40beb314-5bb4-4cee-ab06-0838bf427d7d","Primary Tumor"
"55","52e0e5b5-216f-48fb-816c-133e57cfff6b.htseq.counts","StomachCancer/CountFiles/aca58f67-1fa5-47d8-9a49-4b2de0590420","Primary Tumor"
"56","4a4bd28f-9f5a-4e6f-8804-1ab0a6761be2.htseq.counts","StomachCancer/CountFiles/37b2a7c8-4309-44b1-9790-e1d79d924201","Primary Tumor"
"57","db44ca4e-638f-4f54-bb87-905295f60ec4.htseq.counts","StomachCancer/CountFiles/7087e5b2-ae6e-447b-8a59-5ffb19c6ba78","Primary Tumor"
"58","6410067f-e1a3-40dc-b7d1-2b0dc926b72c.htseq.counts","StomachCancer/CountFiles/42aac496-2f07-49e7-94ca-19d3659c2acf","Primary Tumor"
"59","30ff21ce-3955-4a43-85fa-15dc6c60d8f8.htseq.counts","StomachCancer/CountFiles/57aa2ba1-c539-4030-8a18-cf83c80e909a","Primary Tumor"
"60","b0ca67d9-b6c5-47b6-8ad1-045e05bc96aa.htseq.counts","StomachCancer/CountFiles/b2142d9c-57a1-4203-b9fc-30337f008e7f","Primary Tumor"
"61","7e3eb4a6-fc8e-4ae7-ab52-50f85390f78b.htseq.counts","StomachCancer/CountFiles/e1c91beb-a0c0-46a5-85da-785196ec14c6","Primary Tumor"
"62","1212a484-922a-4038-81a3-eacc506da847.htseq.counts","StomachCancer/CountFiles/60488726-f534-4f8c-83b9-93d2e4b129e0","Primary Tumor"
"63","dce4f9da-a55d-4e45-b014-1e67684a4ffb.htseq.counts","StomachCancer/CountFiles/c2453442-5931-4923-b7e1-efbfcbba6c2c","Primary Tumor"
"64","a59f1d5e-2ae8-49cb-a77e-ba53a7ea15c3.htseq.counts","StomachCancer/CountFiles/67dd7cba-b289-46fa-abc8-5efb5a3adda5","Primary Tumor"
"65","cd9bd9ec-7a53-41b2-a4a0-9e9e81e2ee89.htseq.counts","StomachCancer/CountFiles/e33b255c-8866-4b9e-8c97-d2960391743d","Primary Tumor"
"66","34443851-8f41-46bd-b63b-d522bf8a2f40.htseq.counts","StomachCancer/CountFiles/06e4b251-cef2-4a98-96ab-c3b31111674f","Solid Tissue Normal"
"67","15493bfe-06ff-4b95-beb1-92e511920cb4.htseq.counts","StomachCancer/CountFiles/cc2cf623-1e2d-4d57-90f6-99b170682e52","Primary Tumor"
"68","f60b4be3-9340-4e44-9e5b-f840a1bd9f9c.htseq.counts","StomachCancer/CountFiles/93e5ffd0-9fa4-4452-b7b5-b1c36d5cad1f","Primary Tumor"
"69","6a81a67c-8817-4324-a773-996745aefdb5.htseq.counts","StomachCancer/CountFiles/5f34bf76-4ee7-42f8-88a4-12e8f957720a","Primary Tumor"
"70","798c7adc-05f0-4672-947a-1a53a9ed7340.htseq.counts","StomachCancer/CountFiles/c5e996a4-f1a3-4334-80ed-000c077ef7ad","Primary Tumor"
"71","ed7e3d85-3fc4-4fbe-8feb-13ad31e8cf70.htseq.counts","StomachCancer/CountFiles/0ce4465c-3a68-44c7-852c-c57f80eb8c1f","Primary Tumor"
"72","53d955d3-4c8d-4549-ba45-8917953e63c1.htseq.counts","StomachCancer/CountFiles/fe287235-fc4f-4d17-aaf0-edcf0b7ac385","Primary Tumor"
"73","1fa9dd31-dda6-4598-8a67-c20e4d415c6a.htseq.counts","StomachCancer/CountFiles/57d43a4d-fc29-4c03-88ea-1406211b3c40","Primary Tumor"
"74","afc60bb6-6efc-4174-ade2-d148223ddf4b.htseq.counts","StomachCancer/CountFiles/13d2dcab-108b-4fd7-ab92-4beab709abd3","Solid Tissue Normal"
"75","3a55c873-bda1-4c1f-89fb-89925e08008c.htseq.counts","StomachCancer/CountFiles/814f73a7-04f6-4b30-810e-90c557ea1e84","Solid Tissue Normal"
"76","5ba370c6-6456-4b48-a0bd-f2976dce0262.htseq.counts","StomachCancer/CountFiles/bb5df010-fc11-4efc-9b23-570989238922","Primary Tumor"
"77","1b82b231-0151-46e3-9e71-3c2ceb78d051.htseq.counts","StomachCancer/CountFiles/fc7e99a7-2955-4af8-be85-fcf0a4368101","Primary Tumor"
"78","1317e4d4-2c33-494b-bb77-aa9997327a41.htseq.counts","StomachCancer/CountFiles/c333ead2-d7bb-4056-803c-ee01bd927d40","Primary Tumor"
"79","773801e2-4938-4bf4-bccc-6e1694d2d4f5.htseq.counts","StomachCancer/CountFiles/770e02cd-e1a7-4780-86e8-816400663883","Primary Tumor"
"80","40096c84-0ef0-4d51-a862-f74ca9c509bb.htseq.counts","StomachCancer/CountFiles/ff06eb24-1f14-4d2b-93c5-eb64faecdfc4","Primary Tumor"
"81","ad3d7176-bc4a-4bd3-a3e9-3f62965dd9ba.htseq.counts","StomachCancer/CountFiles/c8f280d0-0d65-492d-9b03-4e46642f2c3a","Primary Tumor"
"82","3c46808e-9330-4d25-9424-45da6154fed6.htseq.counts","StomachCancer/CountFiles/5f808a4d-2b0e-4bbc-89c6-dc38eac7dda3","Primary Tumor"
"83","086afb05-0f3f-41b9-8cc9-226088794af8.htseq.counts","StomachCancer/CountFiles/9b534197-7386-4616-a075-0a741a3c00ba","Primary Tumor"
"84","637b3148-f0e2-4c0b-87e0-5f33f32a9e95.htseq.counts","StomachCancer/CountFiles/49626653-bbf9-4c00-b20a-75d6f0c8ebff","Primary Tumor"
"85","510293b0-9812-443f-9ffe-3c3ce78528f6.htseq.counts","StomachCancer/CountFiles/d68a7710-1a2d-467d-9bd7-88b89370e43c","Primary Tumor"
"86","935132e7-8ba2-4794-a14e-00d60dc28451.htseq.counts","StomachCancer/CountFiles/0f683c66-7b81-4c16-95d9-d73aa1c8d7d1","Primary Tumor"
"87","5842e504-1884-4043-a025-a53d22267f4e.htseq.counts","StomachCancer/CountFiles/ed7bc313-1430-4400-9b6e-98d49c3775ab","Primary Tumor"
"88","6a5dd3ed-c946-461c-a98e-c19e73ba3ef6.htseq.counts","StomachCancer/CountFiles/c19bb41d-a06d-4e93-9557-6c60ea6b66c2","Primary Tumor"
"89","e49b0cc5-3b8f-488d-8914-a8e0c761abf5.htseq.counts","StomachCancer/CountFiles/41f16044-b0a6-4e3d-b08f-af48d03433d3","Primary Tumor"
"90","01f7a9ce-6667-438c-944b-f40f7c66b5f9.htseq.counts","StomachCancer/CountFiles/0edbbad4-3456-4f39-9911-a4519f37aee8","Primary Tumor"
"91","b95fdfeb-6d9e-4bfc-8eb9-02b76d644c71.htseq.counts","StomachCancer/CountFiles/bbd0bbfc-eb5b-4ea5-af3b-6750a0439ea7","Primary Tumor"
"92","ffe2a523-ea55-407c-a5ca-52d3a184f232.htseq.counts","StomachCancer/CountFiles/04dc0b3f-b70b-46de-a09d-b474f9f64a7b","Primary Tumor"
"93","7ee0b15b-35de-4df0-a904-d92f86a4cd28.htseq.counts","StomachCancer/CountFiles/7197f56b-6951-4c59-95af-c6149f2314ef","Primary Tumor"
"94","9f33b653-6241-4d18-95d8-fe6ab4126524.htseq.counts","StomachCancer/CountFiles/eaa40588-efb1-4697-9e0f-b2a6e634ebee","Primary Tumor"
"95","8a50a07c-3837-4f7f-aeb2-aa7d5d38f2eb.htseq.counts","StomachCancer/CountFiles/b0f08f11-4eb4-4988-bfdb-06d7b7a1e91d","Primary Tumor"
"96","e59a27c7-5db4-4046-9d59-b10ce97c4518.htseq.counts","StomachCancer/CountFiles/25a5c6f7-ff8c-4725-886c-6773cfda017d","Primary Tumor"
"97","f1d3adba-2220-49eb-989c-391d22e378f2.htseq.counts","StomachCancer/CountFiles/0c0cd241-29ba-4eb7-aaaf-cb02c718de09","Primary Tumor"
"98","c2827d52-b38d-4004-8730-d3769b891187.htseq.counts","StomachCancer/CountFiles/cded74b8-ad68-4820-9014-ab10e42916f7","Primary Tumor"
"99","fb5fcf05-c7e4-450b-9ea8-3d1e5c031d2e.htseq.counts","StomachCancer/CountFiles/838c1e4f-7a58-4097-9d74-927dc214a96a","Primary Tumor"
"100","7b8efa91-179f-44e1-9019-a3361b81a020.htseq.counts","StomachCancer/CountFiles/6e661601-bb04-4317-a108-6e164c3088ee","Solid Tissue Normal"
"101","372c0939-f982-481d-b0a8-691eddf5e154.htseq.counts","StomachCancer/CountFiles/155bcdbc-c430-45f3-b964-17e32d04f421","Primary Tumor"
"102","4bba621f-d7b8-40ae-8ddb-344e0b6ae639.htseq.counts","StomachCancer/CountFiles/2aab1d18-beee-49ab-83a5-d121c2456dcb","Primary Tumor"
"103","71d0b85c-4b4e-45b8-af0c-ca264d05df4c.htseq.counts","StomachCancer/CountFiles/8beb34f0-bd24-4828-ad46-3585d5dee301","Primary Tumor"
"104","3aabd300-ffc2-46dd-81ff-492c6bcee361.htseq.counts","StomachCancer/CountFiles/53557431-b279-474c-bda4-900859605164","Primary Tumor"
"105","53b97b27-881d-4a39-9b19-4cbe8cdc256a.htseq.counts","StomachCancer/CountFiles/755674ed-cb5d-4b0b-8686-e1bd5c913bc5","Primary Tumor"
"106","4d7c2b0e-f62b-4893-9d88-70a83688e1cf.htseq.counts","StomachCancer/CountFiles/92e191d6-c912-46ff-9e60-a187cd418f0a","Primary Tumor"
"107","0280b3ee-98fa-476f-a924-de4d4ad5d3b9.htseq.counts","StomachCancer/CountFiles/755486dc-a387-4dc8-8066-a9b689a308dd","Primary Tumor"
"108","b3113d8e-5469-460e-a143-e51d07c64e48.htseq.counts","StomachCancer/CountFiles/a5b9d6ed-80fe-451a-bc57-80b35f6ca3d9","Primary Tumor"
"109","e8001d61-9fad-46e0-b1f0-84551540eb61.htseq.counts","StomachCancer/CountFiles/627f2f20-0ab9-463d-ae49-912aee1912a4","Primary Tumor"
"110","f7af0b8a-cbd3-4246-8b24-fb081450e6fd.htseq.counts","StomachCancer/CountFiles/4dc1242d-9262-4a64-b58c-a620f837c63c","Primary Tumor"
"111","9f635b0b-54a6-4d5a-9651-98d7d765a738.htseq.counts","StomachCancer/CountFiles/2166fe18-dcfb-4fc5-bcbe-785cefce398e","Primary Tumor"
"112","f9e903c4-2d69-44d2-934d-599e03d65409.htseq.counts","StomachCancer/CountFiles/77f5e6a3-6032-4408-830d-c4a7fe76857e","Primary Tumor"
"113","fd08169b-d14b-4f73-858e-6152cd40fba3.htseq.counts","StomachCancer/CountFiles/592bd84c-aeda-40e3-b0fd-77c71fd1c45f","Primary Tumor"
"114","6f9aaea7-dd2e-4baf-9fd1-00c8ff4b23ba.htseq.counts","StomachCancer/CountFiles/87fc2a6c-a23c-4561-89da-0d3c42697d7f","Primary Tumor"
"115","2cc4e9d5-f811-4611-9ad1-f5dee97b5c23.htseq.counts","StomachCancer/CountFiles/69664203-b829-4ea6-8d2c-b84b4e56a5c6","Primary Tumor"
"116","c1459cbf-7d8f-43b8-a69c-bc824454929e.htseq.counts","StomachCancer/CountFiles/76cc4926-ad90-42a2-a158-cd4f832ab7fd","Primary Tumor"
"117","d87d0953-d2e5-41cc-b990-be54539779be.htseq.counts","StomachCancer/CountFiles/c7abc173-72be-415b-8148-a204a2dbc6b6","Primary Tumor"
"118","176fb648-e391-42ea-a50e-e5e6a3926b50.htseq.counts","StomachCancer/CountFiles/a8e42d41-45f8-4ea0-8d2b-441031f8b1d9","Solid Tissue Normal"
"119","4cec94cb-d067-4b23-a74b-98da46134562.htseq.counts","StomachCancer/CountFiles/c841db0f-53df-4ef3-84e4-5b13e642cc14","Primary Tumor"
"120","5092fe52-3d20-476a-859e-4e33f322eb41.htseq.counts","StomachCancer/CountFiles/f50561fe-900b-4ed2-90ff-803521bf29f0","Primary Tumor"
"121","8d6fe4ac-a51e-4558-909d-1df555934c12.htseq.counts","StomachCancer/CountFiles/e4ce09ce-6ded-46ab-a0a6-844950ddf4bf","Primary Tumor"
"122","0764ef9f-226c-4cbc-b0d7-79c47f215d74.htseq.counts","StomachCancer/CountFiles/a38bd345-c7f7-4ac4-b099-7e3abdb5ff28","Primary Tumor"
"123","253560ae-d7c5-4f89-9283-328913159c7a.htseq.counts","StomachCancer/CountFiles/ba721e40-4581-418d-81b1-af625388954d","Primary Tumor"
"124","34cbab94-3d2f-429b-9c67-4a491bf6fcce.htseq.counts","StomachCancer/CountFiles/f5b1f130-b95d-4be4-a6d4-f777f35bb0d4","Primary Tumor"
"125","5e422c8a-d785-4e68-b43d-d3697e1e4ab4.htseq.counts","StomachCancer/CountFiles/d160934b-a360-4bb1-a95e-ced235290caf","Primary Tumor"
"126","031427bb-a5ad-4e3a-909e-51e1548d81e7.htseq.counts","StomachCancer/CountFiles/4f7b7c4e-d9ba-497e-b300-e1351c40af0a","Primary Tumor"
"127","a861c037-da5e-480a-a006-d2747114b1dc.htseq.counts","StomachCancer/CountFiles/da02721e-765a-4fb2-8167-baaebe3396da","Solid Tissue Normal"
"128","b810e759-2e8f-4b30-9d76-d0c11e93ca1e.htseq.counts","StomachCancer/CountFiles/5867545f-d483-4a1a-9e79-e8f672dd8498","Primary Tumor"
"129","da599370-9aab-4f2f-8fd0-93c2be5b35f6.htseq.counts","StomachCancer/CountFiles/2d4afd19-1b4d-46c2-bad0-ee33e6edcd2b","Primary Tumor"
"130","dc9a90f9-cfee-4e75-b1b4-ace36b09ea16.htseq.counts","StomachCancer/CountFiles/b66175d0-e5af-4acc-a719-f9fe9b4b1a23","Primary Tumor"
"131","bf152db9-25c5-42b4-a96d-92e282099a0f.htseq.counts","StomachCancer/CountFiles/76e33b7b-112f-46e8-b827-89e044e6f355","Primary Tumor"
"132","c763732d-3465-4723-9faf-5cc8f253c7b7.htseq.counts","StomachCancer/CountFiles/bfae927a-6565-4883-816b-ace8c9f2015c","Primary Tumor"
"133","c79e2e9a-9749-4b7f-9ef4-0b893d818b73.htseq.counts","StomachCancer/CountFiles/2b34a4c4-4e79-4a28-9c4d-4f1a6a0f4f34","Primary Tumor"
"134","5ca25e56-8607-4473-a543-b3be515d5236.htseq.counts","StomachCancer/CountFiles/29d0b228-2769-4fd9-a969-249eb5624e4e","Solid Tissue Normal"
"135","a4a2ec43-60ae-4d6a-8edc-fb247f2d3b76.htseq.counts","StomachCancer/CountFiles/4036bb8b-7f8b-4177-b819-5d23d9b95904","Primary Tumor"
"136","9d146f01-0ffb-4e15-a87a-f4f4b579d143.htseq.counts","StomachCancer/CountFiles/2557c2f9-a217-47a2-858c-1e8a78fcc8d2","Solid Tissue Normal"
"137","5f27cd2c-89aa-4c03-9967-dae81c64d088.htseq.counts","StomachCancer/CountFiles/28237cdf-2443-4a7f-9a9e-89cc39a4c974","Primary Tumor"
"138","435d039d-6952-4999-aa24-60f05dc8d00c.htseq.counts","StomachCancer/CountFiles/c6a89a7c-0245-4adb-a021-28601ee6874d","Primary Tumor"
"139","0a4893c6-92fc-49d1-9747-e99b7f5326a3.htseq.counts","StomachCancer/CountFiles/16c6fa1d-551c-4efb-a6bf-7c809496ee2b","Primary Tumor"
"140","29186088-af3e-4fb0-a547-34a45e19673e.htseq.counts","StomachCancer/CountFiles/1e579949-ff4f-4c2f-9fd2-98eccc8779e3","Primary Tumor"
"141","79bf01d6-fd5e-490a-866f-26a50127ffa9.htseq.counts","StomachCancer/CountFiles/b226a739-dce0-4166-a484-fb66235a7baf","Primary Tumor"
"142","32d19362-1f02-4584-b30a-758c1ba99c8a.htseq.counts","StomachCancer/CountFiles/371c71d1-5f6f-4f05-baeb-82b0e7d2553f","Primary Tumor"
"143","dabe230e-b7bb-469c-8d6c-0aa5dc9fcd8d.htseq.counts","StomachCancer/CountFiles/e9631661-a754-4aa6-87b3-ef50999aeff9","Primary Tumor"
"144","a47576ed-29ae-4bdd-8c64-d154637172dd.htseq.counts","StomachCancer/CountFiles/c7a39cd9-4b42-4837-9aad-8a685425b375","Primary Tumor"
"145","88cff3f6-03c3-494f-a85d-d29ec76fda97.htseq.counts","StomachCancer/CountFiles/e8c09be4-5ce0-47c0-8355-cb1217720b93","Primary Tumor"
"146","8b024b8a-d726-4abc-a81b-4a6f316a4575.htseq.counts","StomachCancer/CountFiles/bfe19078-c97b-475b-a1e4-2e88ff31b716","Primary Tumor"
"147","9e18e4be-2f38-48f5-bef5-168986c06b0f.htseq.counts","StomachCancer/CountFiles/c3e2e256-032a-4ebc-b15f-9243cba865fa","Primary Tumor"
"148","fc27bb25-5588-408c-ac7f-d6ac942aa131.htseq.counts","StomachCancer/CountFiles/c9c17a4f-641b-4cd5-9171-c98d14b0a5a8","Primary Tumor"
"149","451269e0-e2db-4e12-b1d3-d2b07c2c3b57.htseq.counts","StomachCancer/CountFiles/faedcc87-93e4-40d4-b9d9-0b887e8a729a","Primary Tumor"
"150","d45139de-f2a0-4895-9602-20db5dc604c4.htseq.counts","StomachCancer/CountFiles/94e80933-b7af-45e9-a8bf-ee5791865a98","Primary Tumor"
"151","b56816e8-6580-4402-b67e-c4400923a6d7.htseq.counts","StomachCancer/CountFiles/d9da2239-da1f-4bf5-a31d-370c1eba39e4","Primary Tumor"
"152","c5d8fc6f-2f81-41b4-8271-78d92e23f77f.htseq.counts","StomachCancer/CountFiles/b725008d-0442-4eed-b8b2-890a11b0916e","Primary Tumor"
"153","d2fe9a94-a39e-442a-9731-54d821cfa6a6.htseq.counts","StomachCancer/CountFiles/f394835f-3751-4a33-bc39-fe7d6a9fff5b","Primary Tumor"
"154","750ae6fb-2511-46cb-966d-c71b86fe6f22.htseq.counts","StomachCancer/CountFiles/d1c7085e-d222-43e6-9ea2-e773e335cbfc","Primary Tumor"
"155","cd3fbe8b-71e3-4437-983f-809f1ae5e9cf.htseq.counts","StomachCancer/CountFiles/0dc94b1a-83c2-4305-b903-dcb26ecf4a32","Primary Tumor"
"156","28bfefe4-61de-4e9e-8027-686fd9dd425b.htseq.counts","StomachCancer/CountFiles/24d999c6-5054-4704-8122-8713bd76eb63","Solid Tissue Normal"
"157","18ac8907-2d00-441f-82ec-2255814e3f5c.htseq.counts","StomachCancer/CountFiles/df04cbff-0943-43de-a2d5-e46b34526e98","Primary Tumor"
"158","7b1b9628-1a27-4b0a-a34f-59a7178fc307.htseq.counts","StomachCancer/CountFiles/b0899cb0-4c3d-4336-9139-0398092ad864","Primary Tumor"
"159","af2da8cd-d6d2-4a95-acaf-1330e8f63b52.htseq.counts","StomachCancer/CountFiles/866e1f86-9bf6-41c0-be39-9d51fcebdfab","Primary Tumor"
"160","5d27bcee-a163-4f7f-aa71-a608f4460493.htseq.counts","StomachCancer/CountFiles/01f0fd5d-1043-43e0-ad22-535d8bbbb408","Primary Tumor"
"161","559fe14a-1ebb-45bd-9fc7-2ccd5a3414e9.htseq.counts","StomachCancer/CountFiles/4ce7a78f-694b-4bd6-910d-526180d6646a","Primary Tumor"
