"","Run","Path","Class"
"38","e1dd97dc-ed82-4a92-9413-c617d07f688f.htseq.counts","LarynxCancer/CountFiles/b7cb6d1d-d055-4304-9bbd-9d71725d3ace","Primary Tumor"
"39","09553434-9c19-4775-9cf8-31174ff73512.htseq.counts","LarynxCancer/CountFiles/83d6abae-d311-487b-bcc3-d46e2c39de14","Primary Tumor"
"40","5c53ed59-fa42-48f5-9233-ce94155131f5.htseq.counts","LarynxCancer/CountFiles/27fea04d-8345-4814-8fe1-83f8fa0e1885","Primary Tumor"
"41","00f32c8e-2a91-485b-99c9-6e2e22addec1.htseq.counts","LarynxCancer/CountFiles/c97fefdf-df03-49e2-acfd-3270e52ee949","Primary Tumor"
"42","3b756a63-aa56-4ee7-b7dd-55fbc1c82398.htseq.counts","LarynxCancer/CountFiles/24f94b1c-b769-4674-9357-251aa685e925","Primary Tumor"
"43","06833538-97e2-456e-b127-03ff2e0b11cb.htseq.counts","LarynxCancer/CountFiles/2a06816e-ae0e-4ac1-b88e-cb8a88607f2e","Primary Tumor"
"44","4ac1259d-a93e-4a58-a8f7-80050117ffc1.htseq.counts","LarynxCancer/CountFiles/35e3186a-220c-4298-ab22-9b2ae0e196fb","Primary Tumor"
"45","6e4cd75c-e602-4845-95f2-8520d7976d56.htseq.counts","LarynxCancer/CountFiles/ac37406d-6ee7-47b9-b6c0-d1ec82c12cb4","Primary Tumor"
"46","cf87b142-1e14-48fd-a1e6-9f853c8839c5.htseq.counts","LarynxCancer/CountFiles/c82cadfb-7d6a-4f73-b4d8-817b75734357","Primary Tumor"
"47","bbd06d25-fc74-4df8-a943-10ad6fd41501.htseq.counts","LarynxCancer/CountFiles/9d4a9d46-a8f0-4b4a-bbcc-7d58b60d673c","Primary Tumor"
"48","c65051d8-4815-4a9d-be65-de1aa152a346.htseq.counts","LarynxCancer/CountFiles/bd5da481-f5ec-4f73-8ab7-8f57f5289c3c","Primary Tumor"
"49","3e01ad01-0ff6-408d-888a-9b276146faf2.htseq.counts","LarynxCancer/CountFiles/63065301-23b9-472a-b194-9ff85f330375","Primary Tumor"
"50","8c01aad8-d3bc-4fe9-a45d-726e6dd8e7a6.htseq.counts","LarynxCancer/CountFiles/68677a0d-a154-4cc5-ac3f-1497d6b68bdc","Primary Tumor"
"51","13f753d4-adce-46ba-be86-41fa8486ea78.htseq.counts","LarynxCancer/CountFiles/44c12e8c-395d-41d4-80f8-021ebb668f17","Primary Tumor"
"52","6799eeed-fb86-4803-9792-9e9c12b25e8b.htseq.counts","LarynxCancer/CountFiles/afff756a-7e4f-4678-8e74-39deb653460f","Primary Tumor"
"53","01aad490-cd89-463a-8c31-d3fff17e7ab7.htseq.counts","LarynxCancer/CountFiles/b854a567-a87a-4ada-9237-431276cac821","Primary Tumor"
"54","1aebe8a0-7fcb-407d-aa21-55e386f7297e.htseq.counts","LarynxCancer/CountFiles/085f785f-2814-4a18-98df-972590b6f709","Primary Tumor"
"55","f0f73c0a-ef91-4882-9912-09ce2ccea869.htseq.counts","LarynxCancer/CountFiles/b3dfa86c-8410-46c3-a25b-715d31891149","Primary Tumor"
"56","da0e18ff-74d5-4b6a-85e5-92da3b2668db.htseq.counts","LarynxCancer/CountFiles/c7de3e60-2036-43dd-87ec-2db672e0087f","Primary Tumor"
"57","a189f012-5db6-458e-8470-a12981b0c9d4.htseq.counts","LarynxCancer/CountFiles/9a613a44-da30-4cdb-829b-5822870ff883","Primary Tumor"
"58","fc834315-fe57-487f-8974-cb7e24c32b8d.htseq.counts","LarynxCancer/CountFiles/3616da5c-996d-4d08-9c20-7092ed877406","Primary Tumor"
"59","bc0af74a-3ec1-4392-ba31-82de4318a815.htseq.counts","LarynxCancer/CountFiles/6eb8e8da-cd71-48c0-bd30-35fbe00a8486","Primary Tumor"
"60","8c49a725-2a80-4052-8285-ad589aa3253f.htseq.counts","LarynxCancer/CountFiles/e1e28318-f513-4e4f-9f93-db263c18da7b","Primary Tumor"
"61","ebd947e4-7252-4b48-8a26-4ab98927f993.htseq.counts","LarynxCancer/CountFiles/229ae16b-d25b-4d55-a177-a3c1cefc01ac","Primary Tumor"
"62","686e79ba-4ace-4833-bce2-c4fbe8737d5e.htseq.counts","LarynxCancer/CountFiles/2404eae5-9d7c-4cd1-9788-621ef9b296ae","Primary Tumor"
"63","e5979bfb-70b7-4ac4-a4a0-0c045576e36d.htseq.counts","LarynxCancer/CountFiles/db84aaa8-8c60-44c5-b67d-65d602f9bbe9","Primary Tumor"
"64","2cb8c5ce-063c-47dd-aae4-a56e1e11cef3.htseq.counts","LarynxCancer/CountFiles/2bcc4e1c-70bb-4152-9573-de97f23dcd10","Solid Tissue Normal"
"65","c797e881-d63c-4231-b788-6d0582d84e51.htseq.counts","LarynxCancer/CountFiles/f0873e47-14b2-4494-8256-8cebce08c09a","Primary Tumor"
"66","ced80119-5605-4250-9ebc-971878c36dc9.htseq.counts","LarynxCancer/CountFiles/e25274b7-d7fe-48ab-aaa9-44a95e772f67","Primary Tumor"
"67","04199d64-ece0-4ce8-be6c-a7eb758b6405.htseq.counts","LarynxCancer/CountFiles/c170a822-8a12-489c-894f-554472fa4196","Primary Tumor"
"68","c8cb8ef1-b679-4084-a11a-4ccc68d4a062.htseq.counts","LarynxCancer/CountFiles/04303348-e957-474f-9667-0f36ee8cbbf6","Primary Tumor"
"69","63ef4125-0963-4037-a88b-1792255027f2.htseq.counts","LarynxCancer/CountFiles/e57fbcb1-64ce-4b77-a3fc-53869065e2c8","Primary Tumor"
"70","5dc1623d-d048-4d85-b118-55a5226ede95.htseq.counts","LarynxCancer/CountFiles/7a32fe57-6045-47b5-90bf-7349a0a19c41","Primary Tumor"
"71","e4d431d7-a5c1-4c73-b91c-e7b8a5e46390.htseq.counts","LarynxCancer/CountFiles/44579dec-3df5-4514-8ca3-13a2a4c6e788","Primary Tumor"
"72","35a8e351-3d56-4ab6-b537-329ce838ded2.htseq.counts","LarynxCancer/CountFiles/adb627bc-9164-4b3c-a6ab-cd1a9471bf4f","Solid Tissue Normal"
"73","044cbfc0-5173-46ab-9050-c0a8c3c16845.htseq.counts","LarynxCancer/CountFiles/d763a3b4-ac09-4eb4-9089-b4fa20010491","Primary Tumor"
"74","34e12b90-5774-412b-a1e4-3d486292ab78.htseq.counts","LarynxCancer/CountFiles/5b9112e1-2566-4139-9fd7-2a0ea0f146e1","Primary Tumor"
"75","6c9e0596-c697-4d5e-a97f-1a0b42970c36.htseq.counts","LarynxCancer/CountFiles/8c5e3dae-aacf-45fc-8c43-12ba41035c57","Primary Tumor"
"76","3f2fe6d3-49e2-470a-9f6c-eab4f8bb8ab0.htseq.counts","LarynxCancer/CountFiles/3628b955-b59d-4575-b8b0-0112ab01c1f6","Primary Tumor"
"77","641f1fa0-34f6-455f-a1e8-41bc67f452f4.htseq.counts","LarynxCancer/CountFiles/0ef54a23-f0e4-4f7b-83a1-d2923c638922","Primary Tumor"
"78","589eb5fb-5c11-4e4d-80a3-30108d277de4.htseq.counts","LarynxCancer/CountFiles/19a4b668-18fc-421b-a360-73942643f780","Primary Tumor"
"79","f4d1f4ab-49db-45aa-a121-22f67d7b2b64.htseq.counts","LarynxCancer/CountFiles/570f0bb5-4483-4a5e-8374-9fef274d4eab","Primary Tumor"
"80","30d69eb7-0afb-40dc-b243-c3ecf91a09fd.htseq.counts","LarynxCancer/CountFiles/98b527de-55ea-450f-a635-8c6e6ad32157","Primary Tumor"
"81","bd069c1e-7750-4b59-b2c9-0e2e465adb0d.htseq.counts","LarynxCancer/CountFiles/72ac31e0-b517-4bc1-94e9-79b7d6ad1b97","Primary Tumor"
"82","f44db4b4-9b79-41ce-a63a-d4aaa0d378e2.htseq.counts","LarynxCancer/CountFiles/1291a345-5d82-4f7b-b96f-aacd5fe946b6","Primary Tumor"
"83","59ae8c74-f68d-45ce-87e5-30d0846f6eae.htseq.counts","LarynxCancer/CountFiles/30405f4e-a8ae-4ad8-900a-cc031f63436e","Primary Tumor"
"84","22117440-a29b-48e7-8302-052e95e16046.htseq.counts","LarynxCancer/CountFiles/1992a92f-009b-4ea8-ac84-4d0ac2169761","Primary Tumor"
"85","d12e61ba-c31a-48ec-ae3a-20e7a2aee689.htseq.counts","LarynxCancer/CountFiles/1ca5aa1c-09d2-4ca8-8231-bea6d259951f","Primary Tumor"
"86","adf6f517-d543-46f4-be85-ceeccb398723.htseq.counts","LarynxCancer/CountFiles/d73a621b-c1a6-48da-af9d-1eee634f8937","Primary Tumor"
"87","e433afef-7462-42d7-bc0e-300f576df64a.htseq.counts","LarynxCancer/CountFiles/11035726-5020-4883-b524-767cd6cde005","Primary Tumor"
"88","768336ab-12f0-4494-b280-f2137bfd2087.htseq.counts","LarynxCancer/CountFiles/443cdf70-d729-4765-b4e8-bc97f8721d85","Primary Tumor"
"89","40556da7-3a10-4d8b-bb17-15e837ae3457.htseq.counts","LarynxCancer/CountFiles/459c41e9-2285-43ac-9244-f68dd12dec16","Primary Tumor"
"90","b35eebb7-eac5-4c98-afaf-dd8cd32008c6.htseq.counts","LarynxCancer/CountFiles/1bf35f7e-a8a3-481d-93ca-886d4cf4d08d","Primary Tumor"
"91","a85d707e-2694-49e0-a18c-75e560ea6015.htseq.counts","LarynxCancer/CountFiles/1cee979e-57dd-4314-aff4-fe343598596a","Primary Tumor"
"92","e5fcdcf3-eba1-438f-968b-60f4d03a2bf0.htseq.counts","LarynxCancer/CountFiles/3f11bf82-b4b0-49a1-958f-855e7f3032a8","Primary Tumor"
"93","522684c4-34df-4e97-b458-3b27e2136156.htseq.counts","LarynxCancer/CountFiles/c18765b1-8199-4c88-a8dc-1c8bba32e29b","Primary Tumor"
"94","85a10ecd-d3aa-4907-9dea-d58ead2e511f.htseq.counts","LarynxCancer/CountFiles/4db54f2a-e515-4737-80cb-ac90cd48558c","Primary Tumor"
"95","1e8fc71c-1a15-419c-8120-3736e9770dbd.htseq.counts","LarynxCancer/CountFiles/b0d1a890-cfe7-40af-a35d-9a8cdf495153","Solid Tissue Normal"
"96","318c0704-800c-4d48-ae42-26336a703da3.htseq.counts","LarynxCancer/CountFiles/af9bb55a-5b37-4f9e-81f0-6e26b549bc91","Solid Tissue Normal"
"97","f25ebbb2-d196-4da1-b0a1-d23c89deb7a7.htseq.counts","LarynxCancer/CountFiles/32bceee4-ddc7-44da-85ec-d1e6afafadbb","Primary Tumor"
"98","fddd273c-4ed9-4fac-8ce4-d5c3bcc4f4a4.htseq.counts","LarynxCancer/CountFiles/4bb2e835-23b7-4b0f-afb7-85b8311a8323","Primary Tumor"
"99","d5b802bf-5c44-40a5-8bf8-bfdada5b699e.htseq.counts","LarynxCancer/CountFiles/f5111793-c445-46a0-a8a5-e5d8a0e3cc1b","Primary Tumor"
"100","753e5359-133b-4139-99f9-f28df7e3d1c0.htseq.counts","LarynxCancer/CountFiles/65619910-3d84-4210-97c4-69fa776b57c2","Solid Tissue Normal"
"101","381c09f9-91fd-461c-b235-83038b356f28.htseq.counts","LarynxCancer/CountFiles/4d50c130-f9fc-4dde-8d56-9b687c8e93c5","Solid Tissue Normal"
"102","2e6de4bd-bf28-443d-b6bb-f328616ad3d2.htseq.counts","LarynxCancer/CountFiles/8a6e0e48-2a12-447f-8c7a-abee412f2669","Primary Tumor"
"103","885d0d86-4c31-4594-954d-f331edcd4879.htseq.counts","LarynxCancer/CountFiles/56273b12-98f3-46f7-a450-5cfddfe91375","Primary Tumor"
"104","7effec7d-a55f-45d9-b938-a0a1b25a6fea.htseq.counts","LarynxCancer/CountFiles/e5b21b7c-8182-44a8-8405-c2180e1ce23b","Primary Tumor"
"105","b90ebbf0-20cb-4a31-a09b-da452ad6d881.htseq.counts","LarynxCancer/CountFiles/62a09737-8205-466f-9f59-fb02acf77e96","Primary Tumor"
"106","cd9c2f5d-a84c-4542-8aac-e44b516951b1.htseq.counts","LarynxCancer/CountFiles/982eb00f-e5f1-45dc-9890-e8f78f8fb683","Primary Tumor"
"107","90ab2da7-4d60-4640-aa43-47aa1fb43390.htseq.counts","LarynxCancer/CountFiles/f1385873-d6f2-478b-ae62-0819d28db6ac","Primary Tumor"
"108","79b14b36-3c76-4a55-ad28-e3bdb906ce27.htseq.counts","LarynxCancer/CountFiles/dbf98359-06fe-4169-bc27-9e5a594c0f35","Primary Tumor"
"109","cca8a7cc-4242-45fd-a3b0-74a97504d0d9.htseq.counts","LarynxCancer/CountFiles/6630a529-2259-4710-a4fb-73d67181156e","Primary Tumor"
"110","0f1def56-7873-4f65-94ee-3ba13038bf75.htseq.counts","LarynxCancer/CountFiles/e5bdee45-4f1a-47f8-908d-a08800acf41b","Primary Tumor"
"111","dbe31868-97e4-4400-8bd3-51fc5f975267.htseq.counts","LarynxCancer/CountFiles/56a0b7bc-9611-42ce-8d69-400a540a2998","Primary Tumor"
"112","cc0ef76f-c51b-4842-9708-1831e218e4fd.htseq.counts","LarynxCancer/CountFiles/0bd21617-3015-48ca-9446-93f72be95017","Primary Tumor"
"113","c1419218-784c-4f51-ba40-9458ea89d029.htseq.counts","LarynxCancer/CountFiles/21ea6561-2bd1-4a3d-ae70-3c504530bb26","Primary Tumor"
"114","13ed4e49-7513-4124-abee-e1dee75711d1.htseq.counts","LarynxCancer/CountFiles/986e1cfc-481d-4f10-8aa3-0c4b039bffb4","Primary Tumor"
"115","349dfe75-cde2-43b6-a84b-1cbfd596c402.htseq.counts","LarynxCancer/CountFiles/1a292c1a-5d71-4885-aebc-7843dc674ddc","Primary Tumor"
"116","fa459b23-f0f8-4fed-a7c3-829a720a2221.htseq.counts","LarynxCancer/CountFiles/9ffe5716-2ebe-4df9-aa09-f5a0dbec315e","Primary Tumor"
"117","a210d103-3512-496c-82bf-515a6edcd7e7.htseq.counts","LarynxCancer/CountFiles/e3b1ecb5-2f8a-4bea-a924-a57c046548c0","Primary Tumor"
"118","1df2a43f-7735-480c-99cf-d983f1c94b85.htseq.counts","LarynxCancer/CountFiles/4d46f344-096e-475f-ab04-ca561fbe8fed","Primary Tumor"
"119","4af659b1-ace9-4158-8de3-3b985ea9f585.htseq.counts","LarynxCancer/CountFiles/04527ea0-e6b1-4bbc-8b30-983bb193779a","Solid Tissue Normal"
"120","6b68c1d1-e7ed-47b0-b1c6-887724f9e918.htseq.counts","LarynxCancer/CountFiles/c231f327-26ae-42b1-9813-bff1ac1896d5","Primary Tumor"
"121","e0ddd107-796e-4447-8783-69abe34f4d26.htseq.counts","LarynxCancer/CountFiles/72f87aaf-c152-4a1f-884d-b03a935bb723","Primary Tumor"
"122","2c5ac99b-8d07-49ca-954f-83f925ca8e6e.htseq.counts","LarynxCancer/CountFiles/c6857a43-614f-4211-b269-1a06243faa37","Primary Tumor"
"123","606c5ae4-fefa-41ba-82b7-0e9679fafbc4.htseq.counts","LarynxCancer/CountFiles/d41e8892-8b3e-4734-b2b9-5b979c04b04b","Primary Tumor"
