File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
fbe4e6f8-22e7-493e-8573-a8c32e9a2c8e	df096776-c5ad-4f04-a913-02a16f33390a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4625	TCGA-38-4625-01A	Primary Tumor
19b539cb-5a31-482f-a99f-2cbd2eaf42bb	f1382ff6-7c8b-466e-b6fd-bb120c7031b1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4629	TCGA-38-4629-01A	Primary Tumor
7572b8b4-182d-4530-921d-b10a3ff9becc	060ae2b3-e1ae-41e4-9b67-ba3938f90d3a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-3918	TCGA-44-3918-01B	Primary Tumor
3069dc9b-9c91-47ec-88da-69afc3f7cf9a	8cd200d8-da0a-4176-8665-d527343c7264.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-7714	TCGA-86-7714-01A	Primary Tumor
de2683a2-c31e-4888-a03d-1701ee84e008	4c966efe-8d3b-4c95-beaf-9c84d90983f1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-8655	TCGA-78-8655-01A	Primary Tumor
dc02de08-0bd3-479b-8db7-bf5735d3b320	b580063a-0bcc-4816-b8ec-310890b995a5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6984	TCGA-55-6984-11A	Solid Tissue Normal
c425fe06-a1c3-4b2c-a09e-4f2981770196	708e035d-e38b-4969-a96e-f7c324b3f8a3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-4490	TCGA-49-4490-11A	Solid Tissue Normal
d8bc10b1-f156-4fbb-ba3f-65bb95fc6277	2c2df194-4ed9-4b96-9b19-3b7988bd6d81.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-NJ-A4YP	TCGA-NJ-A4YP-01A	Primary Tumor
06c39b40-812d-4a9a-bf39-af4802302cfd	b5b0644d-9eb9-44aa-a5a1-39e9630ad156.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4426	TCGA-05-4426-01A	Primary Tumor
c8afdbba-ec32-4289-8893-6be495151e67	7b3fca6d-8886-46b4-99fa-cc87e6790c9f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-AARE	TCGA-49-AARE-01A	Primary Tumor
